Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,88.000000,88.124496,85.357002,86.306503,86.306503,37324000
2021-01-05,86.254501,87.341499,85.845001,87.002502,87.002502,20360000
2021-01-06,85.013000,87.198502,84.805000,86.143997,86.143997,46588000
2021-01-07,86.337997,88.890999,86.337997,88.717003,88.717003,41936000
2021-01-08,88.858002,89.968002,88.060997,89.891502,89.891502,35484000
2021-01-11,88.850998,89.219002,87.607002,87.814499,87.814499,34796000
2021-01-12,87.267998,88.394997,85.819000,86.871498,86.871498,29528000
2021-01-13,86.365997,87.819504,86.365997,87.362503,87.362503,23432000
2021-01-14,87.443497,88.377502,86.303497,86.545998,86.545998,29212000
2021-01-15,86.450996,87.380997,85.585503,86.380997,86.380997,31444000
2021-01-19,87.150002,90.192001,86.641502,89.223503,89.223503,41660000
2021-01-20,91.318497,94.986000,90.975502,94.003502,94.003502,64152000
2021-01-21,94.682503,96.603996,93.970497,94.207497,94.207497,58634000
2021-01-22,94.572998,95.219498,93.824997,94.627998,94.627998,32744000
2021-01-25,95.637001,96.091003,92.958000,94.713997,94.713997,50586000
2021-01-26,94.299500,95.787498,93.806503,95.397499,95.397499,31462000
2021-01-27,93.745499,94.023499,89.863998,90.946999,90.946999,82512000
2021-01-28,91.550003,94.399498,91.550003,92.660004,92.660004,55278000
2021-01-29,91.700996,92.376999,90.078003,91.367996,91.367996,44530000
2021-02-01,92.229500,95.777000,92.229500,94.653503,94.653503,40252000
2021-02-02,95.656502,97.468498,95.318497,95.956001,95.956001,66332000
2021-02-03,103.280502,105.331001,100.677498,102.944000,102.944000,97882000
2021-02-04,103.030998,103.464996,101.754997,102.681503,102.681503,48596000
2021-02-05,102.977997,104.796997,102.500000,104.441498,104.441498,29866000
2021-02-08,105.000000,105.750000,103.167503,104.225998,104.225998,28828000
2021-02-09,103.739998,104.925499,103.500000,103.769501,103.769501,21892000
2021-02-10,104.156998,104.944000,102.612000,104.323997,104.323997,25102000
2021-02-11,104.550003,104.699997,103.443001,104.437500,104.437500,20480000
2021-02-12,103.988503,104.974998,103.678497,104.751503,104.751503,18990000
2021-02-16,104.587502,107.257004,104.587502,105.535004,105.535004,31004000
2021-02-17,104.698997,106.122002,104.417503,105.931000,105.931000,20294000
2021-02-18,105.250000,106.099503,104.666496,105.290497,105.290497,22546000
2021-02-19,105.389503,105.929001,104.171501,104.440498,104.440498,37938000
2021-02-22,102.680000,104.016502,102.400002,102.712997,102.712997,29466000
2021-02-23,100.699501,103.625000,99.511497,103.005997,103.005997,34658000
2021-02-24,101.501999,104.416000,101.376503,104.190498,104.190498,22608000
2021-02-25,102.796501,104.150002,100.324501,100.797501,100.797501,41548000
2021-02-26,101.497498,102.825996,100.050499,101.095497,101.095497,40042000
2021-03-01,102.400002,103.811501,101.721001,103.483002,103.483002,26060000
2021-03-02,103.241997,104.737000,102.833504,103.223999,103.223999,25564000
2021-03-03,102.597504,103.799500,99.699997,100.570503,100.570503,33892000
2021-03-04,100.743500,103.729500,100.271500,101.696503,101.696503,49216000
2021-03-05,103.057503,105.309998,101.389000,104.853500,104.853500,53100000
2021-03-08,104.203003,105.686996,100.259499,100.375000,100.375000,36868000
2021-03-09,102.487503,103.195999,101.779999,102.017998,102.017998,33920000
2021-03-10,103.070000,103.070000,100.966499,101.809502,101.809502,27100000
2021-03-11,102.911003,105.563499,102.822502,105.027000,105.027000,27702000
2021-03-12,103.820503,103.880501,101.621002,102.500000,102.500000,33818000
2021-03-15,102.249001,102.749496,101.389503,102.722000,102.722000,26168000
2021-03-16,103.299500,105.683998,102.964500,104.194504,104.194504,31900000
2021-03-17,103.423500,104.949997,102.206001,104.111000,104.111000,26382000
2021-03-18,102.408997,103.437500,100.959000,101.067001,101.067001,31700000
2021-03-19,101.486504,101.851997,100.146500,101.348000,101.348000,46072000
2021-03-22,101.381500,102.417000,100.699997,101.534500,101.534500,33536000
2021-03-23,101.997498,103.205498,101.400002,102.066498,102.066498,28510000
2021-03-24,102.587997,103.379997,101.449997,101.626503,101.626503,25218000
2021-03-25,101.452499,102.281998,99.804497,101.623001,101.623001,35616000
2021-03-26,101.589500,101.969498,100.192497,101.236504,101.236504,27978000
2021-03-29,101.108002,102.460503,100.272499,102.289497,102.289497,26492000
2021-03-30,102.649002,103.133499,101.807503,102.323502,102.323502,27312000
2021-03-31,102.720001,104.313004,102.349998,103.125999,103.125999,42570000
2021-04-01,104.612503,106.787498,104.571503,106.488998,106.488998,39880000
2021-04-05,107.357498,111.449501,107.260498,110.947998,110.947998,48510000
2021-04-06,110.545998,111.400002,110.089500,110.462997,110.462997,35240000
2021-04-07,110.654999,112.224998,110.654999,111.951500,111.951500,24134000
2021-04-08,113.199997,113.589500,112.150497,112.521500,112.521500,28664000
2021-04-09,112.272003,113.698502,111.862999,113.533501,113.533501,26146000
2021-04-12,112.706001,112.844498,111.390999,112.231003,112.231003,25024000
2021-04-13,112.549500,113.173500,112.152496,112.721497,112.721497,25682000
2021-04-14,113.371498,113.371498,111.801003,112.095497,112.095497,21002000
2021-04-15,113.097504,114.800003,112.558502,114.262497,114.262497,29174000
